user_id;status_id;created_at;screen_name;text;source;display_text_width;reply_to_status_id;reply_to_user_id;reply_to_screen_name;is_quote;is_retweet;favorite_count;retweet_count;quote_count;reply_count;hashtags;symbols;urls_url;urls_t.co;urls_expanded_url;media_url;media_t.co;media_expanded_url;media_type;ext_media_url;ext_media_t.co;ext_media_expanded_url;ext_media_type;mentions_user_id;mentions_screen_name;lang;quoted_status_id;quoted_text;quoted_created_at;quoted_source;quoted_favorite_count;quoted_retweet_count;quoted_user_id;quoted_screen_name;quoted_name;quoted_followers_count;quoted_friends_count;quoted_statuses_count;quoted_location;quoted_description;quoted_verified;retweet_status_id;retweet_text;retweet_created_at
1,08E+18;1,27E+18;2020-06-16 16:38:14;badgalJu99;Quando eu lembro que quinta feira tem Flamengo ao vivo https://t.co/fJ4StPBUaa;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;http://pbs.twimg.com/media/EapVktWXgAELs5R.jpg;https://t.co/fJ4StPBUaa;https://twitter.com/Paquetamec/status/1272923945575030785/photo/1;photo;http://pbs.twimg.com/media/EapVktWXgAELs5R.jpg;https://t.co/fJ4StPBUaa;https://twitter.com/Paquetamec/status/1272923945575030785/photo/1;NA;9,48E+17;Paquetamec;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;Quando eu lembro que quinta feira tem Flamengo ao vivo https://t.co/fJ4StPBUaa;2020-06-16 16:08:13
68192728;1,27E+18;2020-06-16 16:38:14;torugodecreator;Cancelaram AS OLIMPÍADAS, mas com certeza o mundo precisa de Flamengo x Bangu pelo Carioca na quinta-feira.;Twitter Web App;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;242496761;indiedadepre;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;Cancelaram AS OLIMPÍADAS, mas com certeza o mundo precisa de Flamengo x Bangu pelo Carioca na quinta-feira.;2020-06-16 16:08:43
1,16E+18;1,27E+18;2020-06-16 16:38:13;AlessandroConr2;#foxsportsradio Flamengo Malvadao, sofra imprensa. Kkkkk;Twitter for Android;NA;NA;NA;NA;FALSE;FALSE;0;0;0;0;foxsportsradio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9,07E+17;1,27E+18;2020-06-16 16:38:12;MarcioV69935441;Flamengo divulga resultado de testes semanais e segue sem novos casos de Covid-19 https://t.co/Dhyb4EJuvc;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;glo.bo/2UMXWhW;https://t.co/Dhyb4EJuvc;https://glo.bo/2UMXWhW;NA;NA;NA;NA;NA;NA;NA;NA;97240866;ge_fla;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;Flamengo divulga resultado de testes semanais e segue sem novos casos de Covid-19 https://t.co/Dhyb4EJuvc;2020-06-16 16:04:10
1,19E+18;1,27E+18;2020-06-16 16:38:12;soufla2019;O Clube de Regatas do Flamengo informa que todos os atletas e colaboradores da comissão técnica testaram negativo no exame semanal de coronavírus, realizado nesta terça-feira (16.06), no CT.;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59591856;Flamengo;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;O Clube de Regatas do Flamengo informa que todos os atletas e colaboradores da comissão técnica testaram negativo no exame semanal de coronavírus, realizado nesta terça-feira (16.06), no CT.;2020-06-16 15:51:10
1,27E+18;1,27E+18;2020-06-16 16:38:11;RubinhoWagner;@FoxSportsBrasil Boa tarde. Só lembrando que o Flamengo não foi o primeiro time brasileiro a voltar a treinar.;Twitter for Android;93;1,27E+18;420535612;FoxSportsBrasil;FALSE;FALSE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;420535612;FoxSportsBrasil;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
71698039;1,27E+18;2020-06-16 16:38:11;BatmanBolado;O Cariocão está de volta com Flamengo x Bangu na quinta, mostrando que o Rio de Janeiro supera o Rio Grande do Sul em demência. Um momento de reflexão para os gaúchos.;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56245102;cornetacolorada;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;O Cariocão está de volta com Flamengo x Bangu na quinta, mostrando que o Rio de Janeiro supera o Rio Grande do Sul em demência. Um momento de reflexão para os gaúchos.;2020-06-16 11:53:28
1,00E+18;1,27E+18;2020-06-16 16:38:11;Juliano1319;O “Maior do Mundo” tinha que ser a casa do Maior do Mundo e da Maior do Mundo! Que orgulho de fazer parte da sua história, Maraca! Obrigado, obrigado e obrigado! Parabéns pelos seus 70 anos! Vida eterna! #CRF 🔴⚫️ https://t.co/jR2x2dlROF;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59591856;Flamengo;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;O “Maior do Mundo” tinha que ser a casa do Maior do Mundo e da Maior do Mundo! Que orgulho de fazer parte da sua história, Maraca! Obrigado, obrigado e obrigado! Parabéns pelos seus 70 anos! Vida eterna! #CRF 🔴⚫️ https://t.co/jR2x2dlROF;2020-06-16 14:42:38
1,00E+18;1,27E+18;2020-06-16 16:36:46;Juliano1319;CAMPANHA, COM OU SEM IMAGEM, QUINTA-FEIRA TODO MUNDO NA #FLATV. VAMOS BATER TODOS OS RECORDES DE TRANSMISSÃO DO MUNDO.  #FLAxBAN #TRANSMISSÃOÉNAFLATV #FLAMENGO #QUINTANAFLATV https://t.co/uGgt2mc5ZT;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;FLATV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34090165;PaparazzoRN;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;CAMPANHA, COM OU SEM IMAGEM, QUINTA-FEIRA TODO MUNDO NA #FLATV. VAMOS BATER TODOS OS RECORDES DE TRANSMISSÃO DO MUNDO.  #FLAxBAN #TRANSMISSÃOÉNAFLATV #FLAMENGO #QUINTANAFLATV https://t.co/uGgt2mc5ZT;2020-06-16 16:29:12
1,00E+18;1,27E+18;2020-06-16 16:37:45;Juliano1319;❤️🖤 https://t.co/WUIwy5WzAh;Twitter for Android;NA;NA;NA;NA;TRUE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;189307961;gabigol;und;1,27E+18;Muitos gols em uma foto só... @gabigol @Brunohenrique 👀 📷: @AlexandreVidal1 / CRF https://t.co/usFsK3Ak8U;2020-06-15 21:50:36;Twitter for iPhone;14122;1328;59591856;Flamengo;Flamengo;6682598;104;235949;Rio de Janeiro, Brasil;Twitter Oficial do Clube de Regatas do Flamengo • Esportes Olímpicos: @TimeFlamengo. Seja Sócio-Torcedor: http://mengo.com.br • #CRF;TRUE;1,27E+18;❤️🖤 https://t.co/WUIwy5WzAh;2020-06-15 23:14:34
1,05E+18;1,27E+18;2020-06-16 16:38:10;Jean98og;Os clubes brasileiros com mais títulos (contando nacionais, continentais e mundiais): 1º. São Paulo e Flamengo (18 títulos) 2º. Santos e Cruzeiro (17 títulos) 3º. Palmeiras (16 títulos) 4º. Corinthians (15 títulos) 5º. Grêmio (14 títulos) 6º. Internacional (11 títulos);Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;193500696;futebol_info;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;Os clubes brasileiros com mais títulos (contando nacionais, continentais e mundiais): 1º. São Paulo e Flamengo (18 títulos) 2º. Santos e Cruzeiro (17 títulos) 3º. Palmeiras (16 títulos) 4º. Corinthians (15 títulos) 5º. Grêmio (14 títulos) 6º. Internacional (11 títulos);2020-06-16 13:03:21
8,07E+17;1,27E+18;2020-06-16 16:38:09;Pedroo_lcs;"A postura dos dirigentes do Flamengo não me choca e era até esperada; o que me choca é a torcida deles comprar esse barulho 1 ano depois de o clube ser ator, verdadeiro protagonista, em uma das maiores tragédias da história do futebol brasileiro. Que loucura";Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;269031561;fludadepressao;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;"A postura dos dirigentes do Flamengo não me choca e era até esperada; o que me choca é a torcida deles comprar esse barulho 1 ano depois de o clube ser ator, verdadeiro protagonista, em uma das maiores tragédias da história do futebol brasileiro. Que loucura";2020-06-16 04:10:01
1,17E+18;1,27E+18;2020-06-16 16:38:09;rafasbella;• Flamengo x Bangu marcado para o dia 18/06 (quinta-feira). ❤️🖤 EU TO COMO:: https://t.co/ay3bvDKB7q;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;http://pbs.twimg.com/ext_tw_video_thumb/1187456209894412288/pu/img/Yoy25NFl-qOBmB86.jpg;https://t.co/ay3bvDKB7q;https://twitter.com/Flamengo/status/1187456384700506113/video/1;photo;http://pbs.twimg.com/ext_tw_video_thumb/1187456209894412288/pu/img/Yoy25NFl-qOBmB86.jpg;https://t.co/ay3bvDKB7q;https://twitter.com/Flamengo/status/1187456384700506113/video/1;NA;1,25E+18;FLADOIDOSS;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;• Flamengo x Bangu marcado para o dia 18/06 (quinta-feira). ❤️🖤 EU TO COMO:: https://t.co/ay3bvDKB7q;2020-06-16 13:31:15
1,14E+18;1,27E+18;2020-06-16 16:38:08;beltrao_costa;#foxsportsradio esse cara é muito babaca mesmo, manda ele dá paste do flamengo na delegacia das mulheres kkk, tô falando desse coisa chamado Flávio;Twitter for Android;NA;NA;NA;NA;FALSE;FALSE;0;0;0;0;foxsportsradio;NA;twitter.com/i/web/status/1…;https://t.co/qltRW3G1Eu;https://twitter.com/i/web/status/1272931476661776384;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
73456220;1,27E+18;2020-06-16 16:33:22;bthammy;@TempoDeJogo1 @Flamengo Pq? Ele não saiu. Não aparece pra ti?;Twitter for Android;37;1,27E+18;293766630;TempoDeJogo1;FALSE;FALSE;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(""293766630"", ""59591856"")";"c(""TempoDeJogo1"", ""Flamengo"")";pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
73456220;1,27E+18;2020-06-16 16:38:08;bthammy;@TempoDeJogo1 @Flamengo @maurocezar Ele fica caçando tweets que ele discorda;Twitter for Android;40;1,27E+18;293766630;TempoDeJogo1;FALSE;FALSE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(""293766630"", ""59591856"", ""55069015"")";"c(""TempoDeJogo1"", ""Flamengo"", ""maurocezar"")";pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
73456220;1,27E+18;2020-06-16 16:34:32;bthammy;@TempoDeJogo1 @Flamengo @maurocezar;Twitter for Android;11;1,27E+18;293766630;TempoDeJogo1;FALSE;FALSE;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(""293766630"", ""59591856"", ""55069015"")";"c(""TempoDeJogo1"", ""Flamengo"", ""maurocezar"")";und;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1,04E+18;1,27E+18;2020-06-16 16:38:08;DiogoNa71367470;CAMPANHA, COM OU SEM IMAGEM, QUINTA-FEIRA TODO MUNDO NA #FLATV. VAMOS BATER TODOS OS RECORDES DE TRANSMISSÃO DO MUNDO.  #FLAxBAN #TRANSMISSÃOÉNAFLATV #FLAMENGO #QUINTANAFLATV https://t.co/uGgt2mc5ZT;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;FLATV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34090165;PaparazzoRN;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;CAMPANHA, COM OU SEM IMAGEM, QUINTA-FEIRA TODO MUNDO NA #FLATV. VAMOS BATER TODOS OS RECORDES DE TRANSMISSÃO DO MUNDO.  #FLAxBAN #TRANSMISSÃOÉNAFLATV #FLAMENGO #QUINTANAFLATV https://t.co/uGgt2mc5ZT;2020-06-16 16:29:12
8,95E+17;1,27E+18;2020-06-16 16:38:08;DavidsonLobo;To feliz com a volta do campeonato carioca sim, saudade de ver meu Flamengo jogar, porém continuo sendo contra a volta nesse momento ainda mais com o país sendo o que mais teve óbito do vírus;Twitter for iPhone;NA;NA;NA;NA;FALSE;FALSE;0;1;0;0;NA;NA;twitter.com/i/web/status/1…;https://t.co/pIlLgtu3Qx;https://twitter.com/i/web/status/1272931474535329792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9,55E+17;1,27E+18;2020-06-16 16:34:28;JulioRN10;A Adidas lançou nesta terça-feira uma linha de tênis do Flamengo. O modelo traz detalhes especiais na língua, laterais e palmilha e vem em caixa personalizada e colecionável nas cores do clube. O tênis custa R$349,99. Os modelos são unissex e estão disponíveis do tamanho 34 ao 44 https://t.co/fCpJYSF77r;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;130343319;renanmouraglobo;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;A Adidas lançou nesta terça-feira uma linha de tênis do Flamengo. O modelo traz detalhes especiais na língua, laterais e palmilha e vem em caixa personalizada e colecionável nas cores do clube. O tênis custa R$349,99. Os modelos são unissex e estão disponíveis do tamanho 34 ao 44 https://t.co/fCpJYSF77r;2020-06-16 13:25:42
9,55E+17;1,27E+18;2020-06-16 16:38:08;JulioRN10;Athletico tentou a contratação de Thuler, mas diretoria do Flamengo nem aceitou iniciar conversas e já negocia a renovação de contrato do zagueiro. 🗞 O Dia (@venecasagrande) https://t.co/jsQB2B5eoW;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;193500696;futebol_info;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;Athletico tentou a contratação de Thuler, mas diretoria do Flamengo nem aceitou iniciar conversas e já negocia a renovação de contrato do zagueiro. 🗞 O Dia (@venecasagrande) https://t.co/jsQB2B5eoW;2020-06-16 14:50:48
9,55E+17;1,27E+18;2020-06-16 16:37:07;JulioRN10;O Clube de Regatas do Flamengo informa que todos os atletas e colaboradores da comissão técnica testaram negativo no exame semanal de coronavírus, realizado nesta terça-feira (16.06), no CT.;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59591856;Flamengo;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;O Clube de Regatas do Flamengo informa que todos os atletas e colaboradores da comissão técnica testaram negativo no exame semanal de coronavírus, realizado nesta terça-feira (16.06), no CT.;2020-06-16 15:51:10
9,55E+17;1,27E+18;2020-06-16 16:33:49;JulioRN10;Dia 89. Flamengo 5x0 Grêmio - 2019 https://t.co/v9gcGC0CwL;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;http://pbs.twimg.com/ext_tw_video_thumb/1272908446384427008/pu/img/VUMWFqXoZz2hVSrH.jpg;https://t.co/v9gcGC0CwL;https://twitter.com/golscrf/status/1272908654858076161/video/1;photo;http://pbs.twimg.com/ext_tw_video_thumb/1272908446384427008/pu/img/VUMWFqXoZz2hVSrH.jpg;https://t.co/v9gcGC0CwL;https://twitter.com/golscrf/status/1272908654858076161/video/1;NA;1,24E+18;golscrf;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;Dia 89. Flamengo 5x0 Grêmio - 2019 https://t.co/v9gcGC0CwL;2020-06-16 15:07:27
9,55E+17;1,27E+18;2020-06-16 16:36:29;JulioRN10;Não sei se repararam, mas foi a Glenda Kozlowski que inaugurou o novo tênis do Flamengo da Adidas! Esse sim foi um m golaço da Adidas! 😍❤️🖤 https://t.co/uegZOscs3q;Twitter for Android;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;468616301;UrubuTT_;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;Não sei se repararam, mas foi a Glenda Kozlowski que inaugurou o novo tênis do Flamengo da Adidas! Esse sim foi um m golaço da Adidas! 😍❤️🖤 https://t.co/uegZOscs3q;2020-06-16 15:23:11
9,55E+17;1,27E+18;2020-06-16 16:37:03;JulioRN10;A última vez q o Flamengo passou tanto tempo sem um resultado positivo foi em 2014 com Ney Franco de treinador https://t.co/1zckQGyyk0;Twitter for Android;NA;NA;NA;NA;TRUE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,09E+17;PoetasFla;pt;1,27E+18;O Clube de Regatas do Flamengo informa que todos os atletas e colaboradores da comissão técnica testaram negativo no exame semanal de coronavírus, realizado nesta terça-feira (16.06), no CT.;2020-06-16 15:51:10;Twitter for iPhone;6067;752;59591856;Flamengo;Flamengo;6682599;104;235949;Rio de Janeiro, Brasil;Twitter Oficial do Clube de Regatas do Flamengo • Esportes Olímpicos: @TimeFlamengo. Seja Sócio-Torcedor: http://mengo.com.br • #CRF;TRUE;1,27E+18;A última vez q o Flamengo passou tanto tempo sem um resultado positivo foi em 2014 com Ney Franco de treinador https://t.co/1zckQGyyk0;2020-06-16 15:57:15
3291532334;1,27E+18;2020-06-16 16:38:07;Crf_Hg;Bom dia, Nação! Bom dia, Maraca!  Palco de vitórias épicas, títulos importantíssimos do Mengão e de grandes festas da Nação, o “Maior do Mundo”, a nossa casa, completa 70 anos hoje. Parabéns, Maraca! Hoje e sempre! #CRF 📸 Marcelo Cortes, Alexandre Vidal e Paula Reis / CRF https://t.co/RgIJSgWZqX;Twitter for iPhone;NA;NA;NA;NA;FALSE;TRUE;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59591856;Flamengo;pt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27E+18;Bom dia, Nação! Bom dia, Maraca!  Palco de vitórias épicas, títulos importantíssimos do Mengão e de grandes festas da Nação, o “Maior do Mundo”, a nossa casa, completa 70 anos hoje. Parabéns, Maraca! Hoje e sempre! #CRF 📸 Marcelo Cortes, Alexandre Vidal e Paula Reis / CRF https://t.co/RgIJSgWZqX;2020-06-16 13:09:07
